0.56667 1.3667 -0.62372 0.048
0.60477 1.3375 -0.68372 0.048
0.64105 1.3061 -0.74372 0.048
0.67538 1.2726 -0.80372 0.048
0.70763 1.237 -0.86372 0.048
0.73815 1.2 -0.9 0.048
0.76798 1.1624 -0.9 0.048
0.79782 1.1248 -0.9 0.048
0.82766 1.0872 -0.9 0.048
0.8575 1.0496 -0.9 0.048
0.88733 1.012 -0.9 0.048
0.91717 0.97438 -0.9 0.048
0.94812 0.9377 -0.84 0.048
0.97944 0.9047 -0.78202 0.043
1.0088 0.87685 -0.73381 0.038
1.0357 0.85359 -0.6939 0.033
1.0594 0.83447 -0.66114 0.028
1.0797 0.81907 -0.63467 0.023
1.0964 0.80708 -0.61379 0.018
1.1091 0.79825 -0.59798 0.013
1.1178 0.79238 -0.58686 0.008
1.1224 0.78935 -0.58015 0.003
1.1228 0.78907 -0.57766 0
1.1207 0.79044 -0.57766 0
1.1186 0.7918 -0.57766 0
1.1165 0.79317 -0.57766 0
1.1144 0.79453 -0.57766 0
1.1123 0.7959 -0.57766 0
1.1102 0.79726 -0.57766 0
1.1082 0.79863 -0.57766 0
1.1061 0.79999 -0.57766 0
1.104 0.80136 -0.57766 0
1.1019 0.80272 -0.57766 0
1.0998 0.80409 -0.57766 0
1.0977 0.80546 -0.57766 0
1.0956 0.80682 -0.57766 0
1.0935 0.80819 -0.57766 0
1.0914 0.80955 -0.57766 0
1.0893 0.81092 -0.57766 0
1.0872 0.81228 -0.57766 0
1.0893 0.81092 -0.57766 0.005
1.0956 0.80683 -0.57365 0.01
1.1061 0.8001 -0.56565 0.015
1.121 0.79081 -0.55379 0.02
1.1359 0.78172 -0.53827 0.015
1.1467 0.77536 -0.52696 0.01
1.1532 0.77161 -0.51957 0.005
1.1553 0.77037 -0.51593 0
1.1532 0.77161 -0.51593 0
1.151 0.77284 -0.51593 0
1.1532 0.77161 -0.51593 0.005
1.1597 0.76792 -0.51233 0.01
1.1706 0.76183 -0.50516 0.015
1.186 0.75345 -0.49453 0.02
1.2014 0.74525 -0.4806 0.015
1.2125 0.73952 -0.47044 0.01
1.2192 0.73614 -0.46381 0.005
1.2215 0.73503 -0.46054 0
1.2192 0.73614 -0.46054 0
1.217 0.73725 -0.46054 0
1.2148 0.73836 -0.46054 0
1.217 0.73725 -0.46054 0.005
1.2237 0.73393 -0.45731 0.01
1.235 0.72845 -0.45088 0.015
1.2507 0.7209 -0.44134 0.02
1.2666 0.71352 -0.42885 0.015
1.278 0.70837 -0.41973 0.01
1.2849 0.70533 -0.41378 0.005
1.2871 0.70433 -0.41085 0
1.2849 0.70533 -0.41085 0
1.2826 0.70632 -0.41085 0
1.2803 0.70732 -0.41085 0
1.2826 0.70632 -0.41085 0.005
1.2894 0.70334 -0.40795 0.01
1.3009 0.69842 -0.40217 0.015
1.3171 0.69164 -0.39361 0.02
1.3333 0.68501 -0.38239 0.015
1.3449 0.68039 -0.3742 0.01
1.3519 0.67767 -0.36885 0.005
1.3542 0.67677 -0.36621 0
1.3519 0.67767 -0.36621 0
1.3495 0.67856 -0.36621 0
1.3472 0.67946 -0.36621 0
1.3495 0.67856 -0.36621 0.005
1.3565 0.67588 -0.36361 0.01
1.3682 0.67147 -0.35842 0.015
1.3846 0.6654 -0.35072 0.02
1.4011 0.65947 -0.34063 0.015
1.4129 0.65533 -0.33327 0.01
1.42 0.65289 -0.32846 0.005
1.4224 0.65209 -0.32609 0
1.42 0.65289 -0.32609 0
1.4176 0.65369 -0.32609 0
1.4153 0.65449 -0.32609 0
1.4176 0.65369 -0.32609 0.005
1.4247 0.6513 -0.32375 0.01
1.4366 0.64735 -0.31909 0.015
1.4485 0.64347 -0.31217 0.01
1.4556 0.64118 -0.30765 0.005
1.458 0.64042 -0.30542 0
1.4556 0.64117 -0.30542 0
1.458 0.64042 -0.30542 0.005
1.4652 0.63817 -0.30321 0.01
1.4771 0.63447 -0.29881 0.015
1.4938 0.62938 -0.29228 0.02
1.5106 0.6244 -0.28372 0.015
1.5226 0.62094 -0.27748 0.01
1.5298 0.6189 -0.2734 0.005
1.5323 0.61822 -0.27139 0
1.5298 0.61889 -0.27139 0
1.5274 0.61956 -0.27139 0
1.525 0.62023 -0.27139 0
1.5274 0.61956 -0.27139 0.005
1.5347 0.61756 -0.2694 0.01
1.5467 0.61426 -0.26544 0.015
1.5588 0.61101 -0.25957 0.01
1.566 0.6091 -0.25574 0.005
1.5685 0.60847 -0.25385 0
1.566 0.6091 -0.25385 0
1.5685 0.60847 -0.25385 0.005
1.5757 0.60659 -0.25197 0.01
1.5878 0.6035 -0.24824 0.015
1.6 0.60046 -0.2427 0.01
1.6072 0.59867 -0.23909 0.005
1.6097 0.59808 -0.2373 0
1.6072 0.59867 -0.2373 0
1.6097 0.59808 -0.2373 0.005
1.617 0.59632 -0.23554 0.01
1.6291 0.59343 -0.23201 0.015
1.6413 0.59059 -0.22679 0.01
1.6486 0.58891 -0.22338 0.005
1.651 0.58836 -0.2217 0
1.6486 0.58891 -0.2217 0
1.651 0.58836 -0.2217 0.005
1.6584 0.58672 -0.22003 0.01
1.6706 0.58401 -0.21671 0.015
1.6828 0.58135 -0.21178 0.01
1.6901 0.57978 -0.20857 0.005
1.6926 0.57927 -0.20698 0
1.6901 0.57978 -0.20698 0
1.6926 0.57927 -0.20698 0.005
1.6999 0.57773 -0.20541 0.01
1.7121 0.5752 -0.20228 0.015
1.7293 0.57173 -0.19763 0.02
1.7465 0.56834 -0.19155 0.015
1.7587 0.56599 -0.18711 0.01
1.7661 0.5646 -0.18421 0.005
1.7686 0.56415 -0.18278 0
1.7661 0.5646 -0.18278 0
1.7637 0.56505 -0.18278 0
1.7612 0.56551 -0.18278 0
1.7587 0.56596 -0.18278 0
1.7612 0.56551 -0.18278 0.005
1.7686 0.56415 -0.18137 0.01
1.7809 0.56191 -0.17856 0.015
1.7981 0.55884 -0.1744 0.02
1.8153 0.55585 -0.16894 0.015
1.8277 0.55377 -0.16496 0.01
1.8351 0.55255 -0.16236 0.005
